Loc_Num,Corp_Copy_DT,Dms_Image_ID
9995,2022,999185,10/14/2022 08:25:02
9980,2022,992327,10/14/2022 08:25:05
9981,2022,994152,10/14/2022 08:25:06
9991,2022,999948,10/14/2022 08:25:06
9991,2022,994008,10/14/2022 08:25:04
9996,2022,993634,10/14/2022 08:25:07
9986,2022,991612,10/14/2022 08:25:08
9994,2022,994743,10/14/2022 08:25:07
9988,2022,999721,10/14/2022 08:25:09
9985,2022,998487,10/14/2022 08:25:06
9986,2022,998205,10/14/2022 08:25:09
9997,2022,991719,10/14/2022 08:25:10
9986,2022,991366,10/14/2022 08:25:10
9990,2022,996075,10/14/2022 08:25:11
9987,2022,991707,10/14/2022 08:25:08
9981,2022,994151,10/14/2022 08:25:12
9980,2022,992429,10/14/2022 08:25:11
9989,2022,999140,10/14/2022 08:25:13
9986,2022,991796,10/14/2022 08:25:13
9998,2022,991635,10/14/2022 08:25:10
9983,2022,997772,10/14/2022 08:25:14
9994,2022,992520,10/14/2022 08:25:14
9980,2022,992783,10/14/2022 08:25:12
9995,2022,991142,10/14/2022 08:25:15
9993,2022,996992,10/14/2022 08:25:15
9980,2022,992921,10/14/2022 08:25:16
9991,2022,999511,10/14/2022 08:25:14
9990,2022,991208,10/14/2022 08:25:17
9989,2022,991984,10/14/2022 08:25:17
9993,2022,991520,10/14/2022 08:25:18
9990,2022,991288,10/14/2022 08:25:16
9987,2022,995827,10/14/2022 08:25:18
9981,2022,996449,10/14/2022 08:25:19
9988,2022,998711,10/14/2022 08:25:19
9992,2022,998585,10/14/2022 08:25:20
9992,2022,995659,10/14/2022 08:25:18
9982,2022,992224,10/14/2022 08:25:21
9992,2022,998680,10/14/2022 08:25:21
9987,2022,998434,10/14/2022 08:25:22
9998,2022,994014,10/14/2022 08:25:22
9989,2022,991740,10/14/2022 08:25:20
9992,2022,996699,10/14/2022 08:25:23
9998,2022,996675,10/14/2022 08:25:23
9984,2022,991952,10/14/2022 08:25:24
9992,2022,995098,10/14/2022 08:25:22
9985,2022,994391,10/14/2022 08:25:25
9985,2022,993672,10/14/2022 08:25:25
9989,2022,991261,10/14/2022 08:25:26
9995,2022,998710,10/14/2022 08:25:24
9986,2022,994466,10/14/2022 08:25:26
9984,2022,991907,10/14/2022 08:25:27
9986,2022,998536,10/14/2022 08:25:27
9984,2022,991424,10/14/2022 08:25:28
9989,2022,993320,10/14/2022 08:25:26
9990,2022,995290,10/14/2022 08:25:29
9995,2022,992091,10/14/2022 08:25:29
9998,2022,993113,10/14/2022 08:25:30
9980,2022,995762,10/14/2022 08:25:28
9994,2022,991422,10/14/2022 08:25:30
9980,2022,996429,10/14/2022 08:25:31
9988,2022,998923,10/14/2022 08:25:32
9992,2022,996158,10/14/2022 08:25:31
9993,2022,992477,10/14/2022 08:25:30
9990,2022,997972,10/14/2022 08:25:33
9983,2022,991744,10/14/2022 08:25:33
9982,2022,999161,10/14/2022 08:25:34
9983,2022,996020,10/14/2022 08:25:34
9981,2022,993351,10/14/2022 08:25:32
9986,2022,997623,10/14/2022 08:25:35
9995,2022,995351,10/14/2022 08:25:35
9982,2022,997338,10/14/2022 08:25:36
9989,2022,992975,10/14/2022 08:25:34
9990,2022,992428,10/14/2022 08:25:37
9991,2022,996374,10/14/2022 08:25:37
9981,2022,991634,10/14/2022 08:25:38
9989,2022,995671,10/14/2022 08:25:36
9989,2022,994723,10/14/2022 08:25:38
9992,2022,992579,10/14/2022 08:25:39
9990,2022,994491,10/14/2022 08:25:39
9980,2022,991097,10/14/2022 08:25:40
9981,2022,997547,10/14/2022 08:25:38
9981,2022,998442,10/14/2022 08:25:41
9986,2022,991500,10/14/2022 08:25:41
9990,2022,995793,10/14/2022 08:25:42
9984,2022,998589,10/14/2022 08:25:40
9983,2022,991782,10/14/2022 08:25:42
9982,2022,995216,10/14/2022 08:25:43
9987,2022,994700,10/14/2022 08:25:43
9989,2022,992111,10/14/2022 08:25:44
9998,2022,992828,10/14/2022 08:25:42
9981,2022,993548,10/14/2022 08:25:45
9998,2022,999555,10/14/2022 08:25:45
9997,2022,994130,10/14/2022 08:25:44
9995,2022,991443,10/14/2022 08:25:46
9983,2022,992941,10/14/2022 08:25:46
9986,2022,998001,10/14/2022 08:25:47
9993,2022,992488,10/14/2022 08:25:48
9992,2022,991587,10/14/2022 08:25:48
9998,2022,999254,10/14/2022 08:25:46
9982,2022,995939,10/14/2022 08:25:49
9988,2022,994478,10/14/2022 08:25:49
9996,2022,991131,10/14/2022 08:25:50
9986,2022,993379,10/14/2022 08:25:48
9986,2022,994189,10/14/2022 08:25:50
9983,2022,993029,10/14/2022 08:25:51
9998,2022,997294,10/14/2022 08:25:51
9980,2022,999236,10/14/2022 08:25:52
9984,2022,998730,10/14/2022 08:25:50
9994,2022,998600,10/14/2022 08:25:53
9987,2022,992432,10/14/2022 08:25:53
9995,2022,999384,10/14/2022 08:25:54
9981,2022,996172,10/14/2022 08:25:52
9986,2022,996034,10/14/2022 08:25:54
9997,2022,997586,10/14/2022 08:25:55
9996,2022,993150,10/14/2022 08:25:56
9981,2022,992137,10/14/2022 08:25:55
9987,2022,997351,10/14/2022 08:25:54
9986,2022,994185,10/14/2022 08:25:57
9990,2022,994514,10/14/2022 08:25:57
9989,2022,994893,10/14/2022 08:25:58
9997,2022,998533,10/14/2022 08:25:56
9985,2022,999152,10/14/2022 08:25:58
9983,2022,999000,10/14/2022 08:25:59
9989,2022,998013,10/14/2022 08:25:59
9981,2022,996397,10/14/2022 08:26:00
9980,2022,993784,10/14/2022 08:25:58
9997,2022,991601,10/14/2022 08:26:01
9992,2022,995158,10/14/2022 08:26:01
9989,2022,992988,10/14/2022 08:26:02
9986,2022,996880,10/14/2022 08:26:02
9980,2022,991949,10/14/2022 08:26:00
9991,2022,999682,10/14/2022 08:26:03
9984,2022,992059,10/14/2022 08:26:03
9998,2022,994085,10/14/2022 08:26:04
9988,2022,999471,10/14/2022 08:26:02
9986,2022,994424,10/14/2022 08:26:05
9998,2022,999111,10/14/2022 08:26:05
9996,2022,992558,10/14/2022 08:26:06
9981,2022,994451,10/14/2022 08:26:06
9985,2022,996309,10/14/2022 08:26:04
9983,2022,995141,10/14/2022 08:26:07
9994,2022,996519,10/14/2022 08:26:07
9984,2022,996958,10/14/2022 08:26:08
9982,2022,999935,10/14/2022 08:26:06
9980,2022,998962,10/14/2022 08:26:09
9998,2022,994192,10/14/2022 08:26:09
9980,2022,998199,10/14/2022 08:26:10
9988,2022,991020,10/14/2022 08:26:08
9987,2022,994013,10/14/2022 08:26:10
9982,2022,992035,10/14/2022 08:26:11
9986,2022,991721,10/14/2022 08:26:11
9981,2022,994711,10/14/2022 08:26:12
9995,2022,996142,10/14/2022 08:26:10
9993,2022,991296,10/14/2022 08:26:13
9995,2022,992193,10/14/2022 08:26:13
9994,2022,993062,10/14/2022 08:26:14
9985,2022,995725,10/14/2022 08:26:14
9989,2022,999039,10/14/2022 08:26:15
9985,2022,993199,10/14/2022 08:26:12
9995,2022,995065,10/14/2022 08:26:16
9983,2022,996181,10/14/2022 08:26:15
9992,2022,992590,10/14/2022 08:26:17
9985,2022,999609,10/14/2022 08:26:17
9981,2022,993085,10/14/2022 08:26:14
9983,2022,999725,10/14/2022 08:26:18
9980,2022,994915,10/14/2022 08:26:18
9993,2022,995612,10/14/2022 08:26:19
9991,2022,996834,10/14/2022 08:26:16
9982,2022,999429,10/14/2022 08:26:20
9995,2022,997763,10/14/2022 08:26:19
9983,2022,993816,10/14/2022 08:26:21
9998,2022,995913,10/14/2022 08:26:18
9986,2022,995096,10/14/2022 08:26:21
9980,2022,999229,10/14/2022 08:26:22
9987,2022,999514,10/14/2022 08:26:22
9983,2022,997408,10/14/2022 08:26:20
9987,2022,999075,10/14/2022 08:26:23
9998,2022,996570,10/14/2022 08:26:23
9990,2022,999406,10/14/2022 08:26:24
9994,2022,992238,10/14/2022 08:26:22
9991,2022,996839,10/14/2022 08:26:25
9980,2022,996379,10/14/2022 08:26:25
9982,2022,995012,10/14/2022 08:26:24
9984,2022,997379,10/14/2022 08:26:26
9989,2022,995591,10/14/2022 08:26:26
9990,2022,994898,10/14/2022 08:26:27
9995,2022,994006,10/14/2022 08:26:27
9990,2022,994270,10/14/2022 08:26:26
9982,2022,999508,10/14/2022 08:26:28
9987,2022,991191,10/14/2022 08:26:29
9993,2022,995627,10/14/2022 08:26:29
9992,2022,997770,10/14/2022 08:26:30
9983,2022,998696,10/14/2022 08:26:28
9980,2022,991148,10/14/2022 08:26:30
9985,2022,999420,10/14/2022 08:26:31
9982,2022,998119,10/14/2022 08:26:31
9993,2022,999991,10/14/2022 08:26:32
9990,2022,991201,10/14/2022 08:26:30
9997,2022,999009,10/14/2022 08:26:33
9985,2022,993972,10/14/2022 08:26:33
9995,2022,999204,10/14/2022 08:26:34
9987,2022,999837,10/14/2022 08:26:32
9991,2022,995381,10/14/2022 08:26:34
9982,2022,993835,10/14/2022 08:26:35
9993,2022,992343,10/14/2022 08:26:35
9989,2022,999878,10/14/2022 08:26:36
9987,2022,993278,10/14/2022 08:26:34
9989,2022,995841,10/14/2022 08:26:37
9993,2022,993281,10/14/2022 08:26:37
9989,2022,997550,10/14/2022 08:26:38
9985,2022,994960,10/14/2022 08:26:36
9982,2022,992629,10/14/2022 08:26:38
9985,2022,994564,10/14/2022 08:26:39
9985,2022,993750,10/14/2022 08:26:40
9988,2022,993824,10/14/2022 08:26:39
9994,2022,995796,10/14/2022 08:26:38
9981,2022,997390,10/14/2022 08:26:41
9988,2022,996369,10/14/2022 08:26:41
9988,2022,999718,10/14/2022 08:26:42
9997,2022,997043,10/14/2022 08:26:42
9980,2022,998486,10/14/2022 08:26:43
9994,2022,999991,10/14/2022 08:26:40
9991,2022,993456,10/14/2022 08:26:43
9992,2022,997503,10/14/2022 08:26:44
9991,2022,999380,10/14/2022 08:26:42
9985,2022,996172,10/14/2022 08:26:45
9983,2022,993697,10/14/2022 08:26:45
9988,2022,992497,10/14/2022 08:26:46
9995,2022,991987,10/14/2022 08:26:46
9985,2022,994914,10/14/2022 08:26:44
9988,2022,994472,10/14/2022 08:26:47
9989,2022,999764,10/14/2022 08:26:47
9983,2022,997675,10/14/2022 08:26:48
9991,2022,999623,10/14/2022 08:26:46
9994,2022,992463,10/14/2022 08:26:49
9995,2022,992692,10/14/2022 08:26:49
9995,2022,997897,10/14/2022 08:26:50
9986,2022,991983,10/14/2022 08:26:48
9994,2022,996254,10/14/2022 08:26:50
9992,2022,993251,10/14/2022 08:26:51
9990,2022,995701,10/14/2022 08:26:51
9993,2022,993469,10/14/2022 08:26:52
9980,2022,994128,10/14/2022 08:26:50
9990,2022,991709,10/14/2022 08:26:53
9988,2022,998065,10/14/2022 08:26:53
9996,2022,995491,10/14/2022 08:26:54
9984,2022,992888,10/14/2022 08:26:52
9987,2022,992484,10/14/2022 08:26:54
9989,2022,997149,10/14/2022 08:26:55
9991,2022,997309,10/14/2022 08:26:55
9996,2022,994219,10/14/2022 08:26:54
9983,2022,997794,10/14/2022 08:26:56
9997,2022,991746,10/14/2022 08:26:57
9995,2022,996960,10/14/2022 08:26:57
9985,2022,999050,10/14/2022 08:26:58
9991,2022,996360,10/14/2022 08:26:56
9982,2022,998844,10/14/2022 08:26:58
9988,2022,999494,10/14/2022 08:26:59
9982,2022,995586,10/14/2022 08:27:00
9991,2022,999919,10/14/2022 08:26:58
9997,2022,994792,10/14/2022 08:26:59
9982,2022,994686,10/14/2022 08:27:01
9997,2022,999930,10/14/2022 08:27:01
9990,2022,996305,10/14/2022 08:27:02
9981,2022,996706,10/14/2022 08:27:02
9991,2022,994688,10/14/2022 08:27:00
9993,2022,999565,10/14/2022 08:27:03
9990,2022,991691,10/14/2022 08:27:04
9980,2022,997068,10/14/2022 08:27:03
9994,2022,999123,10/14/2022 08:27:02
9989,2022,999434,10/14/2022 08:27:05
9993,2022,992993,10/14/2022 08:27:05
9998,2022,995104,10/14/2022 08:27:06
9991,2022,994181,10/14/2022 08:27:06
9981,2022,992859,10/14/2022 08:27:07
9988,2022,999629,10/14/2022 08:27:04
9997,2022,995251,10/14/2022 08:27:08
9991,2022,995544,10/14/2022 08:27:07
9983,2022,999675,10/14/2022 08:27:09
9994,2022,999993,10/14/2022 08:27:06
9983,2022,997226,10/14/2022 08:27:09
9981,2022,995877,10/14/2022 08:27:10
9996,2022,991225,10/14/2022 08:27:10
9983,2022,998219,10/14/2022 08:27:08
9986,2022,992339,10/14/2022 08:27:11
9980,2022,991637,10/14/2022 08:27:11
9984,2022,992235,10/14/2022 08:27:12
9992,2022,997220,10/14/2022 08:27:10
9983,2022,992907,10/14/2022 08:27:13
9998,2022,991552,10/14/2022 08:27:13
9988,2022,996675,10/14/2022 08:27:14
9988,2022,994470,10/14/2022 08:27:12
9991,2022,999158,10/14/2022 08:27:14
9997,2022,997664,10/14/2022 08:27:15
9993,2022,993022,10/14/2022 08:27:15
9997,2022,991549,10/14/2022 08:27:16
9996,2022,992147,10/14/2022 08:27:14
9981,2022,994449,10/14/2022 08:27:17
9993,2022,991398,10/14/2022 08:27:17
9998,2022,993184,10/14/2022 08:27:18
9985,2022,992115,10/14/2022 08:27:18
9998,2022,999345,10/14/2022 08:27:19
9987,2022,991664,10/14/2022 08:27:16
9984,2022,996142,10/14/2022 08:27:20
9989,2022,998403,10/14/2022 08:27:19
9983,2022,996613,10/14/2022 08:27:18
9986,2022,997279,10/14/2022 08:27:21
9995,2022,994272,10/14/2022 08:27:21
9987,2022,996699,10/14/2022 08:27:22
9982,2022,991670,10/14/2022 08:27:22
9990,2022,995699,10/14/2022 08:27:20
9980,2022,998062,10/14/2022 08:27:23
9982,2022,999008,10/14/2022 08:27:23
9990,2022,993582,10/14/2022 08:27:24
9981,2022,999537,10/14/2022 08:27:22
9983,2022,997015,10/14/2022 08:27:25
9993,2022,995887,10/14/2022 08:27:25
9993,2022,997896,10/14/2022 08:27:26
9984,2022,995850,10/14/2022 08:27:24
9988,2022,997736,10/14/2022 08:27:26
9998,2022,999996,10/14/2022 08:27:27
9996,2022,996125,10/14/2022 08:27:27
9984,2022,997926,10/14/2022 08:27:28
9997,2022,996886,10/14/2022 08:27:26
9995,2022,992512,10/14/2022 08:27:29
9993,2022,993999,10/14/2022 08:27:29
9985,2022,996895,10/14/2022 08:27:30
9984,2022,999830,10/14/2022 08:27:30
9991,2022,991563,10/14/2022 08:27:28
9994,2022,997239,10/14/2022 08:27:31
9998,2022,997544,10/14/2022 08:27:32
9996,2022,997787,10/14/2022 08:27:31
9997,2022,994583,10/14/2022 08:27:33
9983,2022,991468,10/14/2022 08:27:30
9991,2022,998952,10/14/2022 08:27:33
9985,2022,994517,10/14/2022 08:27:34
9991,2022,995935,10/14/2022 08:27:34
9992,2022,998710,10/14/2022 08:27:35
9981,2022,991002,10/14/2022 08:27:32
9995,2022,994625,10/14/2022 08:27:35
9993,2022,999008,10/14/2022 08:27:36
9995,2022,997416,10/14/2022 08:27:37
9989,2022,992862,10/14/2022 08:27:34
9989,2022,999667,10/14/2022 08:27:37
9982,2022,993233,10/14/2022 08:27:38
9981,2022,994522,10/14/2022 08:27:38
9990,2022,996732,10/14/2022 08:27:39
9988,2022,993946,10/14/2022 08:27:36
9985,2022,994683,10/14/2022 08:27:40
9987,2022,997772,10/14/2022 08:27:39
9993,2022,992907,10/14/2022 08:27:41
9995,2022,998627,10/14/2022 08:27:41
9990,2022,991091,10/14/2022 08:27:38
9991,2022,993350,10/14/2022 08:27:42
9986,2022,996157,10/14/2022 08:27:42
9989,2022,997405,10/14/2022 08:27:43
9988,2022,992932,10/14/2022 08:27:40
9994,2022,994272,10/14/2022 08:27:44
9994,2022,995926,10/14/2022 08:27:43
9997,2022,991327,10/14/2022 08:27:45
9998,2022,993995,10/14/2022 08:27:45
9984,2022,993216,10/14/2022 08:27:42
9997,2022,996690,10/14/2022 08:27:46
9993,2022,999807,10/14/2022 08:27:47
9994,2022,991982,10/14/2022 08:27:46
9980,2022,991596,10/14/2022 08:27:48
9994,2022,999354,10/14/2022 08:27:47
9985,2022,997165,10/14/2022 08:27:44
9989,2022,994568,10/14/2022 08:27:49
9989,2022,998475,10/14/2022 08:27:50
9994,2022,996038,10/14/2022 08:27:49
9981,2022,993826,10/14/2022 08:27:46
9997,2022,997939,10/14/2022 08:27:51
9994,2022,998756,10/14/2022 08:27:50
9998,2022,993569,10/14/2022 08:27:52
9998,2022,994693,10/14/2022 08:27:51
9990,2022,998315,10/14/2022 08:27:53
9984,2022,995311,10/14/2022 08:27:48
9996,2022,995884,10/14/2022 08:27:54
9997,2022,994107,10/14/2022 08:27:53
9986,2022,998000,10/14/2022 08:27:55
9990,2022,998616,10/14/2022 08:27:54
9986,2022,996997,10/14/2022 08:27:50
9990,2022,997619,10/14/2022 08:27:56
9992,2022,994074,10/14/2022 08:27:55
9998,2022,996018,10/14/2022 08:27:57
9987,2022,991752,10/14/2022 08:27:58
9989,2022,991023,10/14/2022 08:27:52
9982,2022,993778,10/14/2022 08:27:57
9984,2022,994684,10/14/2022 08:27:59
9980,2022,992339,10/14/2022 08:27:58
9989,2022,999348,10/14/2022 08:28:00
9988,2022,997136,10/14/2022 08:27:54
9990,2022,999546,10/14/2022 08:27:59
9988,2022,992971,10/14/2022 08:28:01
9986,2022,994900,10/14/2022 08:27:56
9982,2022,999066,10/14/2022 08:28:01
9996,2022,997299,10/14/2022 08:28:02
9997,2022,998720,10/14/2022 08:27:58
9980,2022,995589,10/14/2022 08:28:02
9990,2022,993031,10/14/2022 08:28:03
9985,2022,993927,10/14/2022 08:28:04
9985,2022,996944,10/14/2022 08:28:00
9988,2022,997152,10/14/2022 08:28:03
9986,2022,996922,10/14/2022 08:28:05
9994,2022,991591,10/14/2022 08:28:05
9988,2022,999626,10/14/2022 08:28:06
9992,2022,991113,10/14/2022 08:28:02
9993,2022,997857,10/14/2022 08:28:06
9982,2022,996631,10/14/2022 08:28:07
9987,2022,997427,10/14/2022 08:28:04
9989,2022,991506,10/14/2022 08:28:08
9983,2022,999594,10/14/2022 08:28:07
9994,2022,997796,10/14/2022 08:28:09
9994,2022,994292,10/14/2022 08:28:09
9985,2022,994577,10/14/2022 08:28:06
9982,2022,994109,10/14/2022 08:28:10
9997,2022,991671,10/14/2022 08:28:10
9988,2022,997894,10/14/2022 08:28:11
9995,2022,996769,10/14/2022 08:28:08
9983,2022,998483,10/14/2022 08:28:12
9994,2022,999227,10/14/2022 08:28:11
9988,2022,998379,10/14/2022 08:28:13
9982,2022,992145,10/14/2022 08:28:13
9981,2022,997370,10/14/2022 08:28:10
9982,2022,991630,10/14/2022 08:28:14
9997,2022,999240,10/14/2022 08:28:14
9989,2022,998951,10/14/2022 08:28:16
9984,2022,998324,10/14/2022 08:28:16
9984,2022,992645,10/14/2022 08:28:12
9994,2022,996701,10/14/2022 08:28:16
9986,2022,993753,10/14/2022 08:28:17
9995,2022,993710,10/14/2022 08:28:17
9981,2022,998644,10/14/2022 08:28:18
9997,2022,998481,10/14/2022 08:28:14
9988,2022,997146,10/14/2022 08:28:18
9998,2022,996655,10/14/2022 08:28:16
9984,2022,996795,10/14/2022 08:28:18
9993,2022,998811,10/14/2022 08:36:22
9982,2022,999811,10/14/2022 08:36:23
9993,2022,995456,10/14/2022 08:36:22
9998,2022,991401,10/14/2022 08:36:24
9989,2022,991130,10/14/2022 08:36:23
9991,2022,993633,10/14/2022 08:36:25
9992,2022,994744,10/14/2022 08:36:24
9982,2022,996394,10/14/2022 08:36:26
9984,2022,997905,10/14/2022 08:36:25
9985,2022,994906,10/14/2022 08:36:27
9993,2022,995662,10/14/2022 08:36:22
9983,2022,993455,10/14/2022 08:36:26
9987,2022,991696,10/14/2022 08:36:28
9995,2022,995648,10/14/2022 08:36:23
9988,2022,996824,10/14/2022 08:36:27
9987,2022,992906,10/14/2022 08:36:29
9990,2022,992744,10/14/2022 08:36:24
9989,2022,993282,10/14/2022 08:36:28
9980,2022,991884,10/14/2022 08:36:30
9987,2022,994286,10/14/2022 08:36:25
9993,2022,999208,10/14/2022 08:36:29
9993,2022,995497,10/14/2022 08:36:31
9983,2022,992752,10/14/2022 08:36:26
9997,2022,995750,10/14/2022 08:36:30
9986,2022,999933,10/14/2022 08:36:32
9996,2022,996079,10/14/2022 08:36:27
9980,2022,999532,10/14/2022 08:36:31
9987,2022,995383,10/14/2022 08:36:33
9998,2022,995336,10/14/2022 08:36:28
9983,2022,999014,10/14/2022 08:36:32
9996,2022,994192,10/14/2022 08:36:29
9990,2022,995277,10/14/2022 08:36:34
9986,2022,994394,10/14/2022 08:36:33
9996,2022,997704,10/14/2022 08:36:30
9989,2022,998106,10/14/2022 08:36:35
9980,2022,997209,10/14/2022 08:36:34
9994,2022,999563,10/14/2022 08:36:31
9993,2022,998229,10/14/2022 08:36:36
9996,2022,993229,10/14/2022 08:36:35
9987,2022,991041,10/14/2022 08:36:33
9990,2022,999610,10/14/2022 08:36:37
9981,2022,993850,10/14/2022 08:36:36
9988,2022,993354,10/14/2022 08:36:33
9982,2022,993968,10/14/2022 08:36:38
9981,2022,996375,10/14/2022 08:36:37
9997,2022,995168,10/14/2022 08:36:34
9989,2022,998022,10/14/2022 08:36:39
9998,2022,994504,10/14/2022 08:36:38
9981,2022,997911,10/14/2022 08:36:35
9994,2022,996790,10/14/2022 08:36:40
9989,2022,995083,10/14/2022 08:36:39
9995,2022,994112,10/14/2022 08:36:36
9992,2022,993063,10/14/2022 08:36:41
9993,2022,991599,10/14/2022 08:36:40
9989,2022,998763,10/14/2022 08:36:38
9992,2022,993979,10/14/2022 08:36:42
9996,2022,996053,10/14/2022 08:36:41
9987,2022,996866,10/14/2022 08:36:38
9982,2022,995172,10/14/2022 08:38:30
9989,2022,993720,10/14/2022 08:38:36
9991,2022,993655,10/14/2022 08:39:05
9987,2022,998946,10/14/2022 08:39:11
9987,2022,997782,10/14/2022 08:39:59
9997,2022,994243,10/14/2022 08:40:11
9983,2022,994378,10/14/2022 08:46:17
9981,2022,991514,10/14/2022 08:46:25
9992,2022,997477,10/14/2022 08:46:30
9987,2022,996623,10/14/2022 08:48:38
9998,2022,995964,10/14/2022 08:48:39
9988,2022,992746,10/14/2022 08:48:39
9981,2022,991575,10/14/2022 08:48:40
9995,2022,993559,10/14/2022 08:48:40
9993,2022,997183,10/14/2022 08:48:41
9990,2022,994519,10/14/2022 08:48:41
9987,2022,991793,10/14/2022 08:48:42
9986,2022,993049,10/14/2022 08:48:42
9981,2022,995147,10/14/2022 08:48:44
9990,2022,991305,10/14/2022 08:48:39
9994,2022,991250,10/14/2022 08:48:43
9985,2022,999865,10/14/2022 08:48:44
9998,2022,993947,10/14/2022 08:48:40
9981,2022,997049,10/14/2022 08:48:44
9995,2022,997994,10/14/2022 08:48:45
9994,2022,995804,10/14/2022 08:48:41
9986,2022,994175,10/14/2022 08:48:45
9990,2022,993213,10/14/2022 08:48:46
9997,2022,997677,10/14/2022 08:48:42
9990,2022,992687,10/14/2022 08:48:46
9994,2022,993124,10/14/2022 08:48:44
9996,2022,997951,10/14/2022 08:48:47
9997,2022,998440,10/14/2022 08:48:47
9985,2022,994092,10/14/2022 08:48:44
9998,2022,991409,10/14/2022 08:48:48
9994,2022,991994,10/14/2022 08:48:48
9991,2022,996045,10/14/2022 08:48:45
9988,2022,995894,10/14/2022 08:48:49
9992,2022,997229,10/14/2022 08:48:49
9993,2022,992499,10/14/2022 08:48:46
9983,2022,992538,10/14/2022 08:48:50
9992,2022,997880,10/14/2022 08:48:50
9982,2022,991457,10/14/2022 08:48:47
9985,2022,991676,10/14/2022 08:48:51
9994,2022,998367,10/14/2022 08:48:51
9989,2022,997430,10/14/2022 08:48:48
9989,2022,997854,10/14/2022 08:48:52
9994,2022,997705,10/14/2022 08:48:52
9992,2022,991765,10/14/2022 08:48:49
9986,2022,998846,10/14/2022 08:48:53
9994,2022,992782,10/14/2022 08:48:50
9988,2022,995952,10/14/2022 08:48:53
9981,2022,993232,10/14/2022 08:48:54
9989,2022,995210,10/14/2022 08:48:54
9996,2022,994814,10/14/2022 08:48:51
9990,2022,996528,10/14/2022 08:48:55
9986,2022,991991,10/14/2022 08:48:55
9996,2022,995408,10/14/2022 08:48:52
9992,2022,992785,10/14/2022 08:48:56
9997,2022,999219,10/14/2022 08:48:56
9992,2022,997796,10/14/2022 08:48:53
9987,2022,994075,10/14/2022 08:48:57
9998,2022,991330,10/14/2022 08:48:57
9992,2022,996856,10/14/2022 08:48:54
9996,2022,993647,10/14/2022 08:48:58
9995,2022,995459,10/14/2022 08:48:58
9981,2022,999842,10/14/2022 08:48:55
9995,2022,999588,10/14/2022 08:48:59
9989,2022,996770,10/14/2022 08:48:59
9985,2022,991137,10/14/2022 08:48:56
9992,2022,994827,10/14/2022 08:49:00
9996,2022,995941,10/14/2022 08:49:00
9995,2022,991619,10/14/2022 08:48:57
9995,2022,997043,10/14/2022 08:49:01
9980,2022,994242,10/14/2022 08:49:01
9990,2022,999610,10/14/2022 08:48:58
9996,2022,998718,10/14/2022 08:49:02
9994,2022,997396,10/14/2022 08:49:02
9992,2022,991105,10/14/2022 08:48:59
9987,2022,992718,10/14/2022 08:49:03
9982,2022,994651,10/14/2022 08:49:03
9992,2022,999970,10/14/2022 08:49:00
9988,2022,993825,10/14/2022 08:49:04
9992,2022,995019,10/14/2022 08:49:04
9993,2022,998368,10/14/2022 08:49:05
9983,2022,993184,10/14/2022 08:49:01
9992,2022,998047,10/14/2022 08:49:05
9981,2022,991975,10/14/2022 08:49:02
9990,2022,991107,10/14/2022 08:49:06
9991,2022,994861,10/14/2022 08:49:06
9989,2022,995094,10/14/2022 08:49:03
9990,2022,997650,10/14/2022 08:49:07
9992,2022,998298,10/14/2022 08:49:07
9996,2022,992500,10/14/2022 08:49:04
9998,2022,996329,10/14/2022 08:49:08
9991,2022,992485,10/14/2022 08:49:08
9988,2022,997265,10/14/2022 08:49:05
9985,2022,994417,10/14/2022 08:49:09
9996,2022,996099,10/14/2022 08:49:09
9983,2022,997058,10/14/2022 08:49:06
9994,2022,998168,10/14/2022 08:49:10
9986,2022,995946,10/14/2022 08:49:07
9998,2022,993149,10/14/2022 08:49:10
9982,2022,994009,10/14/2022 08:49:11
9990,2022,997352,10/14/2022 08:49:11
9996,2022,991755,10/14/2022 08:49:08
9980,2022,991422,10/14/2022 08:49:12
9982,2022,998314,10/14/2022 08:49:12
9998,2022,996288,10/14/2022 08:49:09
9995,2022,996085,10/14/2022 08:49:13
9991,2022,994710,10/14/2022 08:49:13
9984,2022,998953,10/14/2022 08:49:10
9991,2022,996964,10/14/2022 08:49:14
9994,2022,998946,10/14/2022 08:49:14
9998,2022,997192,10/14/2022 08:49:11
9991,2022,995376,10/14/2022 08:49:15
9998,2022,997726,10/14/2022 08:49:15
9982,2022,993232,10/14/2022 08:49:12
9996,2022,991163,10/14/2022 08:49:16
9985,2022,991935,10/14/2022 08:49:16
9998,2022,993141,10/14/2022 08:49:13
9997,2022,997004,10/14/2022 08:49:17
9984,2022,999409,10/14/2022 08:49:17
9980,2022,997276,10/14/2022 08:49:14
9994,2022,993868,10/14/2022 08:49:18
9984,2022,993312,10/14/2022 08:49:18
9987,2022,993812,10/14/2022 08:49:15
9995,2022,993266,10/14/2022 08:49:20
9998,2022,997002,10/14/2022 08:49:19
9994,2022,999140,10/14/2022 08:49:16
9983,2022,991504,10/14/2022 08:49:20
9986,2022,999726,10/14/2022 08:49:20
9980,2022,992041,10/14/2022 08:49:21
9995,2022,997628,10/14/2022 08:49:17
9997,2022,995325,10/14/2022 08:49:21
9991,2022,996380,10/14/2022 08:49:22
9995,2022,999252,10/14/2022 08:49:18
9998,2022,998863,10/14/2022 08:49:22
9988,2022,993826,10/14/2022 08:49:19
